name	gender	meaning
Constanze	German form of CONSTANTIA.	1
Consuela	Variant of CONSUELO.	1
Consuelo	Means "consolation" in Spanish. It is taken from the title of the Virgin Mary, Nuestra Señora del Consuelo, meaning "Our Lady of Consolation".	1
Consus	Possibly derived from Latin conserere meaning "to sow, to plant". Consus was a Roman god of the harvest and grain.	0
Coos	Diminutive of JACOB.	0
Cora	Latinized form of KORE. It was not used as a given name in the English-speaking world until after it was employed by James Fenimore Cooper for a character in his novel 'The Last of the Mohicans' (1826). In some cases it may be a short form of CORDULA, CORINNA or other names beginning with a similar sound.	1
Coral	From the English word coral for the underwater skeletal deposits which can form reefs. It is ultimately derived (via Old French and Latin) from Greek κοραλλιον (korallion).	1
Coralie	Either a French form of KORALIA, or a derivative of Latin corallium "coral" (see CORAL).	1
Corbinian	Variant of KORBINIAN.	0
Corbinianus	Latin form of KORBINIAN.	0
Cord	Low German contracted form of CONRAD.	0
Cordula	Late Latin name meaning "heart" from Latin cor, cordis. Saint Cordula was one of the 4th-century companions of Saint Ursula.	1
Corentin	Possibly means "hurricane" in Breton. This was the name of a 5th-century bishop of Quimper in Brittany.	0
Corin	French form of QUIRINUS.	0
Corina	Variant of CORINNA.	1
Corinna	Latinized form of the Greek name Κοριννα (Korinna), which was derived from κορη (kore) "maiden". This was the name of a Greek lyric poet of the 5th century BC. The Roman poet Ovid used it for the main female character in his book 'Amores'. In the modern era it has been in use since the 17th century, when Robert Herrick used it in his poem 'Corinna's going a-Maying'.	1
Corinne	French form of CORINNA. The French-Swiss author Madame de Staël used it for her novel 'Corinne' (1807).	1
Cormac	Possibly derived from Irish Gaelic corb "raven" or "wheel" and mac "son". This was the name of a 3rd-century king of Ireland.	0
Cormag	Scottish form of CORMAC.	0
Corné	Diminutive of CORNELIS.	0
Cornélie	French form of CORNELIA.	1
Cornélio	Portuguese form of CORNELIUS.	0
Corneille	French form of CORNELIUS.	0
Cornel	Romanian form of CORNELIUS.	0
Cornelia	Feminine form of CORNELIUS. In the 2nd century BC it was borne by Cornelia Scipionis Africana (the daughter of the military hero Scipio Africanus), the mother of the two reformers known as the Gracchi. After her death she was regarded as an example of the ideal Roman woman. The name was revived in the 18th century.	1
Cornelio	Spanish and Italian form of CORNELIUS.	0
Cornelis	Dutch form of CORNELIUS.	0
Corneliu	Romanian form of CORNELIUS.	0
Cornelius	Roman family name which possibly derives from the Latin element cornu "horn". In Acts in the New Testament Cornelius is a centurion who is directed by an angel to seek Peter. After speaking with Peter he converts to Christianity, and he is traditionally deemed the first gentile convert. The name was also borne by a few early saints, including a 3rd-century pope. In England it came into use in the 16th century, partly due to Dutch influence.	0
Corona	Means "crown" in Latin. This was the name of a 2nd-century saint and martyr.	1
Corradino	Diminutive of CORRADO.	0
Corrado	Italian form of CONRAD. This was a 14th-century saint from Piacenza, Italy.	0
Corraidhín	Means "little spear", derived from Irish corradh "spear" and a diminutive suffix.	0
Corrie	Diminutive of CORINNA, CORA, CORNELIA and other names starting with Cor. Since the 1970s it has also been used as a feminine form of COREY.	1
Cortney	Variant of COURTNEY.	0
Cory	Variant of COREY.	0
Coşkun	Means "enthusiastic" in Turkish.	0
Cosette	From French chosette meaning "little thing". This is the nickname of the illegitimate daughter of Fantine in Victor Hugo's novel 'Les Misérables' (1862). Her real name is Euphrasie, though it is seldom used. In the novel young Cosette is the ward of the cruel Thénardiers until she is retrieved by Jean Valjean.	1
Cosima	Italian feminine form of COSIMO.	1
Cosimo	Italian variant of COSMAS. A famous bearer was Cosimo de' Medici, the 15th-century founder of Medici rule in Florence, who was a patron of the Renaissance and a successful merchant. Other members of the Medici family have also borne this name.	0
Cosma	Italian form of COSMAS.	0
Cosmas	From the Greek name Κοσμας (Kosmas), which was derived from κοσμος (kosmos) meaning "order, decency". Saint Cosmas was martyred with his twin brother Damian in the 4th century. They are the patron saints of physicians.	0
Cosme	Portuguese and French form of COSMAS.	0
Cosmin	Romanian form of COSMAS.	0
Cosmina	Feminine form of COSMIN.	1
Costache	Romanian variant of CONSTANTIN.	0
Costantino	Italian form of Constantinus (see CONSTANTINE).	0
Costanzo	Italian form of CONSTANS.	0
Costel	Romanian diminutive of CONSTANTIN.	0
Costică	Romanian diminutive of CONSTANTIN.	0
Costin	Romanian short form of CONSTANTIN.	0
Courtney	From an aristocratic English surname which was derived either from the French place name Courtenay (originally a derivative of the personal name Curtenus, itself derived from Latin curtus "short") or else from a Norman nickname meaning "short nose". As a feminine name in America, it first became popular during the 1970s.	0
Cowal	Anglicized form of COMHGHALL.	0
Cowessess	Means "little child" in Ojibwe. This was the name of a late 19th-century chief of the Saulteaux.	0
Crescencia	Spanish feminine form of CRESCENTIUS.	1
Crescens	Latin name which was derived from crescere "to grow". This name is mentioned briefly in one of Paul's epistles in the New Testament.	0
Crescentia	Feminine form of CRESCENTIUS.	1
Crescentius	Latin name which was a derivative of the name CRESCENS. Saint Crescentius was a child martyred in Rome during the persecutions of emperor Diocletian in the early 4th century.	0
Crescenzo	Italian form of CRESCENTIUS.	0
Cressida	Medieval form of CHRYSEIS. Various medieval tales describe her as a woman of Troy, daughter of Calchus, who leaves her Trojan lover Troilus for the Greek hero Diomedes. Shakespeare's play 'Troilus and Cressida' (1602) was based on these tales.	1
Crina	Derived from Romanian crin meaning "lily".	1
Crispin	From the Roman cognomen Crispinus which was derived from the name CRISPUS. Saint Crispin was a 3rd-century Roman who was martyred with his twin brother Crispinian in Gaul. They are the patrons of shoemakers. They were popular saints in England during the Middle Ages, and the name has occasionally been used since that time.	0
Crispinus	Latin form of CRISPIN.	0
Crispus	Roman cognomen which meant "curly-haired" in Latin.	0
Cristi	Diminutive of CRISTIAN.	0
Cristián	Spanish form of CHRISTIAN.	0
Cristiana	Italian and Portuguese form of CHRISTINA.	1
Cristiano	Italian and Portuguese form of CHRISTIAN. A famous bearer is Portuguese soccer player Cristiano Ronaldo (1985-).	0
Cristina	Italian, Spanish, Portuguese and Romanian form of CHRISTINA.	1
Cristóbal	Spanish form of CHRISTOPHER.	0
Cristóvão	Portuguese form of CHRISTOPHER.	0
Cristoforo	Italian form of CHRISTOPHER.	0
Crius	Latinized form of KREIOS.	0
Crocetta	Diminutive of CROCIFISSA.	1
Crocifissa	Means "crucifix" in Italian.	1
Cronus	Latinized form of the Greek Κρονος (Kronos), possibly derived from the Indo-European root *ker- meaning "to cut". Cronus was the Titan who fathered the Greek gods. As his wife Rhea gave birth to the gods, Cronus swallowed them fearing the prophecy that he would be overthrown by one of his children. However Rhea hid Zeus, her last child, who eventually forced his father to disgorge his siblings. Cronus and the rest of the Titans were then defeated by the gods and exiled.	0
Cruz	Means "cross" in Spanish or Portuguese, referring to the cross of the crucifixion.	0
Cruzita	Diminutive of CRUZ.	1
Crystal	From the English word crystal for the clear, colourless glass, sometimes cut into the shape of a gemstone. The English word derives ultimately from Greek κρυσταλλος (krystallos) meaning "ice". It has been in use as a given name since the 19th century.	1
Crystin	Welsh form of CHRISTINE.	1
Csaba	Possibly means either "shepherd" or "gift" in Hungarian. According to legend this was the name of the son of Attila the Hun.	0
Csenge	Possibly derived from Hungarian cseng meaning "to ring, to clang".	1
Csilla	Derived from Hungarian csillag meaning "star". This name was created by the Hungarian poet Mihály Vörösmarty in the 19th century.	1
Ctibor	Czech form of CZCIBOR.	0
Ctirad	Derived from the Slavic elements chisti "honour" and rad "happy, willing". In Czech legend this was the name of one of the men tricked by Šárka.	0
Cúc	From Sino-Vietnamese 菊 (cúc) meaning "chrysanthemum".	1
Cúchulainn	Means "hound of Culann" in Irish. This was the usual name of the warrior hero who was named Sétanta at birth, given to him because he took the place of one of Culann's hounds after he accidentally killed it. Irish legend tells of Cúchulainn's many adventures, including his single-handed defense of Ulster against the army of queen Medb.	0
Cüneyt	Turkish form of JUNAYD.	0
Cuán	Means "little wolf" or "little hound" from the Irish element cú "wolf, hound" combined with a diminutive suffix.	0
Cuauhtémoc	Means "falling eagle" in Nahuatl. This was the name of the last Aztec emperor, ruling until he was captured and executed by the Spanish conquistador Hernán Cortés in the year 1525.	0
Cuidightheach	Old Irish byname meaning "helpful".	0
Culhwch	Means "hiding place of the pig" in Welsh. In Welsh legend he was the lover of Olwen the daughter of the giant Yspaddaden. Before the giant would allow Culhwch to marry his daughter, he insisted that Culhwch complete a series of extremely difficult tasks. Culhwch managed to complete them, and he returned to marry Olwen and kill the giant. This tale appears in the Mabinogion, a collection of tales from Welsh myth.	0
Cumhur	Means "public, people" in Turkish.	0
Cunégonde	French form of KUNIGUNDE. Voltaire used this name in his novel 'Candide' (1759).	1
Cunigund	Old Germanic form of KUNIGUNDE.	1
Cunobelinus	Possibly means "hound of Belenus" from the old Celtic element koun "hound" combined with the name of the god BELENUS. This was the name of a 1st-century king of southeast Britain.	0
Cupid	Derived from Latin cupido meaning "desire". He was the Roman god of love, the son of Venus. He was portrayed as a winged, blindfolded boy, armed with a bow and arrows which caused the victim to fall in love. His Greek equivalent was Eros.	0
Curro	Andalusian diminutive of FRANCISCO.	0
Custodia	Feminine form of CUSTODIO.	1
Custodio	Means "guardian" in Spanish.	0
Cuthberht	Old English form of CUTHBERT.	0
Cuthbert	Derived from the Old English elements cuþ "famous" and beorht "bright". Saint Cuthbert was a 6th-century hermit who became the bishop of Lindisfarne, an island off the coast of England. He was known as performer of healing miracles. Because of the saint, this name remained in use in England even after the Norman conquest. It became rare after the Protestant Reformation, but it was (briefly) revived in the 19th century.	0
Cveta	Serbian form of CVETKA.	1
Cvetka	Derived from Slovene cvet meaning "blossom, flower".	1
Cvetko	Masculine form of CVETKA.	0
Cvijeta	Croatian and Serbian form of CVETKA.	1
Cvita	Croatian form of CVETKA.	1
Cybele	Meaning unknown, possibly from Phrygian roots meaning either "stone" or "hair". This was the name of the Phrygian mother goddess associated with fertility and nature. She was later worshipped by the Greeks and Romans.	1
Cymbeline	Form of CUNOBELINUS used by Shakespeare in his play 'Cymbeline' (1609).	0
Cynbel	Derived from Welsh cyn "chief" and bel "war".	0
Cynebald	Derived from Old English cyne "royal" and beald "bold".	0
Cyneburg	Means "royal fortress" from Old English cyne "royal" and burg "fortress". Saint Cyneburga, a daughter of a king of Mercia, was the founder of an abbey at Gloucester in the 7th century.	1
Cyneburga	Variant of CYNEBURG.	1
Cynefrith	Variant of CYNEFRIÐ.	0
Cynefrið	Means "royal peace" from Old English cyne "royal" and friþ "peace".	0
Cyneheard	Derived from Old English cyne "royal" and heard "brave, hardy".	0
Cynemær	Derived from Old English cyne "royal" and mær "famous".	0
Cyneric	Derived from Old English cyne "royal" and ric "power".	0
Cynesige	Derived from Old English cyne "royal" and sige "victory".	0
Cyneweard	Derived from Old English cyne "royal" and weard "guard".	0
Cynthia	Latinized form of Greek Κυνθια (Kynthia) which means "woman from Kynthos". This was an epithet of the Greek moon goddess Artemis, given because Kynthos was the mountain on Delos on which she and her twin brother Apollo were born. It was not used as a given name until the Renaissance, and it did not become common in the English-speaking world until the 19th century.	1
Cynwrig	Derived from Welsh cyn meaning "chief" and gwr meaning "hero, man", plus the suffix -ig indicating "has the quality of".	0
